0,26,0.099,-0.0496627,0.0192787
1,30,0.2,0.0165894,0.0178207
2,29,0.302,0.0122679,-0.0128591
3,29,0.403,-0.022377,0.0090693
4,30,0.504,0.0276751,0.0352638
5,29,0.606,-0.0210605,0.0368456
6,29,0.707,-0.0353936,0.040058
7,27,0.808,-0.0458035,-0.0199217
8,28,0.909,-0.0234615,-0.0182082
9,30,1.01,-0.0247855,0.0309004
10,32,1.112,0.0436455,0.0499039
11,30,1.213,0.0348933,-0.0481871
12,31,1.314,0.019793,-0.0393697
13,32,1.416,0.0136868,0.0339073
14,30,1.517,-0.0204277,-0.0286854
15,31,1.618,-0.0151722,0.000735509
16,30,1.72,-0.038276,-0.00427946
17,31,1.821,-0.0248708,-0.00310485
18,30,1.923,0.0167223,-0.0487081
19,30,2.024,-0.0362887,-0.00390329
20,32,2.125,-0.00262403,-0.00208266
21,32,2.227,-0.00333673,0.0196365
22,31,2.328,0.0304506,-0.0172384
23,30,2.428,-0.0265437,-0.0191228
24,31,2.53,0.00379957,-0.0406684
25,31,2.631,-0.0140751,0.0402391
26,32,2.733,-0.00192191,-0.00151518
27,32,2.834,0.0343206,0.0264603
28,32,2.935,0.0188992,0.0389859
29,31,3.037,0.0368692,-0.0396775
30,31,3.138,0.0405483,-0.00506324
31,32,3.239,0.00218363,0.000319767
32,31,3.341,-0.025725,0.0403951
33,31,3.442,0.0208283,-0.0394122
34,32,3.544,-0.00136083,0.0285851
35,32,3.645,0.0304758,0.00652658
36,31,3.746,-0.00777441,0.0355317
37,30,3.848,-0.0178873,-0.0323849
38,32,3.949,0.00623601,0.0086197
39,31,4.05,-0.0287353,0.045816
40,30,4.152,0.0289256,-0.0467523
41,32,4.253,0.0338979,0.0224235
42,30,4.355,-0.0285486,-0.0166787
43,31,4.456,-0.0187234,0.0152571
44,32,4.557,0.0266346,0.0474624
45,30,4.659,0.000699258,-0.0475291
46,30,4.76,-0.0212428,-0.0279034
47,32,4.861,0.0269954,0.0118052
48,32,4.963,0.0106812,0.0191086
49,29,5.064,-0.0424256,-0.0464921
50,32,5.166,0.00780135,0.0172386
51,32,5.267,0.0288532,0.035924
52,30,5.368,-0.024669,-0.0116777
53,31,5.469,0.0336868,-0.0253832
54,31,5.57,-0.0152118,0.0344931
55,32,5.671,0.0260488,0.00141326
56,30,5.773,-0.0474361,0.0407854
57,31,5.874,-0.0189955,0.0419073
58,32,5.976,0.0359802,0.0195903
59,29,6.077,-0.0460004,-0.028585
60,30,6.178,-0.0283165,-0.0152508
61,31,6.28,-0.0207172,0.00603965
62,32,6.381,0.00836813,0.0432245
63,30,6.482,-0.0266264,-0.00984432
